OrderID,OrderDate,Product,Category,Quantity,UnitPrice,Region,StockLevel
1221,2024-02-01,Shoes,Electronics,5,701.98,North,47
1222,2024-06-06,Laptop,Furniture,3,112.16,West,31
1223,2024-10-11,Phone,Clothing,7,272.73,South,29
1224,2024-10-31,Phone,Electronics,2,818.6,South,1
1225,2024-10-12,Shirt,Furniture,3,509.04,North,7
1226,2024-05-23,Chair,Electronics,2,908.96,South,32
1227,2024-01-19,Laptop,Electronics,8,97.82,South,45
1228,2024-01-18,Phone,Electronics,4,320.28,North,41
1229,2024-09-13,Laptop,Electronics,8,361.99,East,29
1230,2024-03-18,Shoes,Clothing,8,428.49,East,44
1231,2024-06-23,Shoes,Furniture,8,986.95,East,41
1232,2024-07-12,Chair,Furniture,8,317.56,South,44
1233,2024-04-22,Phone,Electronics,8,523.5,West,27
1234,2024-04-23,Shirt,Furniture,9,540.71,South,12
1235,2024-08-09,Phone,Electronics,2,773.09,East,23
1236,2024-06-14,Laptop,Furniture,9,522.69,North,32
1237,2024-11-14,Shoes,Clothing,8,609.68,North,4
1238,2024-05-11,Laptop,Clothing,1,755.79,North,47
1239,2024-09-20,Chair,Furniture,5,110.12,South,5
1240,2024-02-24,Shoes,Electronics,2,963.84,West,3
1241,2024-12-24,Shirt,Electronics,5,847.84,East,41
1242,2024-05-10,Shoes,Electronics,8,394.88,North,42
1243,2024-10-14,Phone,Electronics,9,731.13,East,33
1244,2024-09-22,Phone,Clothing,9,764.7,East,28
1245,2024-06-10,Shoes,Electronics,1,851.74,South,20
1246,2024-03-27,Chair,Electronics,7,196.43,North,25
1247,2024-02-24,Phone,Electronics,8,706.67,South,31
1248,2024-10-14,Phone,Electronics,3,43.01,East,21
1249,2024-06-26,Shirt,Clothing,6,124.42,East,40
1250,2024-12-14,Shoes,Furniture,3,778.31,East,13
1251,2024-01-08,Phone,Furniture,9,814.87,North,33
1252,2024-11-16,Chair,Electronics,3,596.51,North,36
1253,2024-11-08,Laptop,Electronics,2,585.87,North,43
1254,2024-09-03,Shoes,Furniture,9,752.02,East,0
1255,2024-11-18,Shirt,Clothing,8,907.02,East,31
1256,2024-09-11,Phone,Clothing,8,426.9,West,31
1257,2024-11-23,Chair,Clothing,2,123.67,North,23
1258,2024-02-23,Shoes,Clothing,6,840.61,East,43
1259,2024-09-05,Chair,Clothing,5,348.23,East,20
1260,2024-08-26,Chair,Clothing,2,142.45,West,11
1261,2024-08-16,Shirt,Clothing,5,618.47,West,19
1262,2024-03-07,Shoes,Clothing,4,582.3,East,36
1263,2024-02-20,Phone,Clothing,9,479.5,North,19
1264,2024-04-06,Shirt,Electronics,1,861.2,South,1
1265,2024-04-01,Phone,Clothing,6,279.5,South,13
1266,2024-09-20,Laptop,Electronics,7,23.1,South,16
1267,2024-10-17,Chair,Furniture,6,330.23,North,23
1268,2024-04-05,Laptop,Electronics,5,19.61,East,29
1269,2024-03-28,Chair,Furniture,4,548.16,South,14
1270,2024-03-18,Shirt,Electronics,5,384.47,South,48
1271,2024-10-14,Phone,Furniture,9,815.8,North,33
1272,2024-04-29,Phone,Electronics,5,799.61,East,7
1273,2024-10-28,Shirt,Electronics,8,440.29,East,41
1274,2024-06-13,Shoes,Furniture,7,224.32,North,2
1275,2024-06-30,Laptop,Clothing,4,428.21,South,10
1276,2024-08-10,Laptop,Clothing,5,644.9,East,26
1277,2024-11-06,Phone,Clothing,7,198.3,East,8
1278,2024-01-07,Phone,Clothing,6,775.32,South,14
1279,2024-11-25,Phone,Clothing,3,337.25,North,31
1280,2024-09-19,Shirt,Electronics,3,932.86,South,10
1281,2024-06-09,Shoes,Clothing,2,516.75,West,2
1282,2024-05-30,Laptop,Electronics,3,848.66,East,25
1283,2024-03-25,Chair,Furniture,1,619.73,North,6
1284,2024-05-26,Shirt,Clothing,9,559.06,South,27
1285,2024-04-21,Laptop,Clothing,2,685.31,South,38
1286,2024-02-05,Shoes,Clothing,3,813.38,North,3
1287,2024-10-11,Shirt,Clothing,5,648.06,East,29
1288,2024-07-06,Laptop,Electronics,4,799.27,North,37
1289,2024-03-22,Shirt,Electronics,5,198.56,West,13
1290,2024-01-02,Laptop,Electronics,6,284.74,North,35
1291,2024-10-29,Laptop,Furniture,5,237.43,West,30
1292,2024-07-15,Shoes,Electronics,1,800.32,East,18
1293,2024-01-11,Chair,Clothing,6,95.27,South,48
1294,2024-08-21,Shoes,Furniture,9,797.9,West,11
1295,2024-07-13,Laptop,Furniture,3,395.15,West,48
1296,2024-04-28,Shirt,Clothing,2,88.71,North,14
1297,2024-01-20,Shoes,Clothing,6,430.18,North,8
1298,2024-09-17,Chair,Clothing,3,307.5,South,26
1299,2024-10-19,Laptop,Clothing,4,596.03,East,19
1300,2024-09-12,Shoes,Electronics,6,477.8,West,27
1301,2024-08-09,Shoes,Furniture,6,303.81,South,24
1302,2024-08-13,Shoes,Clothing,2,863.64,West,15
1303,2024-02-22,Shoes,Electronics,3,412.75,South,17
1304,2024-12-20,Shirt,Clothing,9,475.98,North,49
1305,2024-12-07,Chair,Electronics,2,848.16,North,35
1306,2024-12-29,Chair,Clothing,3,98.17,East,3
1307,2024-10-06,Laptop,Clothing,9,395.99,North,20
1308,2024-03-21,Phone,Clothing,4,408.83,South,26
1309,2024-07-20,Shirt,Electronics,1,500.87,West,0
1310,2024-06-06,Laptop,Clothing,2,115.06,South,4
1311,2024-04-29,Laptop,Electronics,3,111.63,East,43
1312,2024-02-28,Shoes,Electronics,9,422.25,North,45
1313,2024-08-02,Phone,Furniture,9,42.7,North,9
1314,2024-05-07,Phone,Electronics,6,262.43,West,49
1315,2024-08-11,Shirt,Electronics,6,209.16,East,20
1316,2024-07-27,Phone,Electronics,3,494.49,East,9
1317,2024-04-24,Laptop,Electronics,5,21.05,North,25
1318,2024-07-27,Phone,Electronics,4,678.98,East,15
1319,2024-01-14,Phone,Furniture,9,857.03,South,37
1320,2024-01-09,Chair,Clothing,9,709.67,East,2
1321,2024-02-09,Laptop,Furniture,1,819.9,South,19
1322,2024-08-24,Phone,Furniture,8,646.88,South,46
1323,2024-10-07,Phone,Clothing,9,512.29,South,4
1324,2024-12-24,Shoes,Electronics,5,226.83,North,5
1325,2024-07-19,Phone,Clothing,4,286.83,South,24
1326,2024-09-02,Phone,Electronics,4,324.53,West,24
1327,2024-10-04,Chair,Clothing,2,47.64,East,11
1328,2024-08-22,Laptop,Furniture,9,913.96,South,0
1329,2024-01-04,Shirt,Electronics,5,901.3,West,41
1330,2024-06-02,Laptop,Furniture,3,116.7,North,2
1331,2024-01-29,Shoes,Electronics,6,561.13,North,20
1332,2024-04-18,Laptop,Clothing,9,472.96,North,4
1333,2024-04-07,Phone,Clothing,9,686.58,North,14
1334,2024-08-02,Shoes,Clothing,5,606.99,East,3
1335,2024-10-19,Laptop,Clothing,8,133.08,North,18
1336,2024-03-15,Shoes,Clothing,4,663.48,East,16
1337,2024-11-21,Shirt,Furniture,5,612.78,West,7
1338,2024-05-25,Laptop,Furniture,7,535.91,North,36
1339,2024-05-07,Phone,Electronics,7,408.38,North,23
1340,2024-12-06,Shoes,Furniture,7,955.37,West,3
1341,2024-02-11,Chair,Electronics,8,850.95,West,23
1342,2024-12-21,Shoes,Electronics,5,589.23,East,18
1343,2024-02-10,Chair,Furniture,1,16.31,South,23
1344,2024-02-03,Phone,Furniture,9,437.8,East,40
1345,2024-01-17,Shirt,Electronics,9,703.34,South,44
1346,2024-06-13,Chair,Furniture,7,126.12,East,20
1347,2024-06-01,Shirt,Furniture,6,412.48,South,16
1348,2024-03-16,Shoes,Furniture,5,199.81,North,7
1349,2024-03-27,Phone,Clothing,5,344.76,South,30
1350,2024-04-26,Chair,Clothing,3,36.4,West,18
1351,2024-12-27,Shoes,Electronics,1,135.47,West,10
1352,2024-12-07,Laptop,Furniture,6,460.21,South,45
1353,2024-01-27,Shoes,Electronics,8,899.21,North,49
1354,2024-11-08,Shirt,Furniture,2,495.68,North,22
1355,2024-10-13,Phone,Clothing,8,458.55,South,36
1356,2024-05-13,Phone,Furniture,8,789.69,South,27
1357,2024-08-06,Shoes,Furniture,8,275.15,West,22
1358,2024-06-16,Laptop,Furniture,3,104.12,West,11
1359,2024-04-07,Shirt,Clothing,8,217.48,East,15
1360,2024-09-24,Shoes,Clothing,4,793.39,North,15
1361,2024-08-24,Shoes,Clothing,3,680.28,North,13
1362,2024-11-04,Phone,Electronics,9,100.62,North,6
1363,2024-06-21,Shirt,Furniture,8,670.42,East,20
1364,2024-07-08,Laptop,Clothing,2,932.24,East,20
1365,2024-05-01,Phone,Electronics,8,54.51,West,40
1366,2024-02-15,Shoes,Clothing,3,620.25,West,34
1367,2024-03-04,Phone,Furniture,6,385.37,South,45
1368,2024-05-09,Phone,Electronics,5,506.02,East,23
1369,2024-11-05,Chair,Clothing,8,532.9,East,0
1370,2024-12-28,Phone,Clothing,9,773.34,East,13
1371,2024-07-11,Phone,Electronics,7,561.44,North,19
1372,2024-11-02,Shirt,Electronics,6,597.15,West,27
1373,2024-06-29,Phone,Electronics,6,339.58,South,17
1374,2024-10-18,Laptop,Electronics,1,134.69,East,2
1375,2024-10-08,Shoes,Electronics,5,685.91,East,26
1376,2024-01-29,Shirt,Clothing,8,10.48,East,5
1377,2024-05-28,Phone,Electronics,6,335.43,North,3
1378,2024-09-23,Laptop,Electronics,1,225.86,South,0
1379,2024-10-22,Shoes,Furniture,5,394.65,South,20
1380,2024-01-11,Shirt,Clothing,5,318.16,East,34
1381,2024-06-12,Laptop,Furniture,3,707.17,South,27
1382,2024-04-22,Phone,Clothing,8,267.6,North,17
1383,2024-07-05,Chair,Clothing,9,565.14,East,34
1384,2024-10-21,Chair,Clothing,6,461.21,West,20
1385,2024-08-19,Shirt,Electronics,6,803.05,West,15
1386,2024-08-14,Laptop,Furniture,2,433.81,South,25
1387,2024-11-05,Shoes,Clothing,2,865.24,West,38
1388,2024-04-07,Laptop,Clothing,6,10.14,West,8
1389,2024-02-24,Chair,Clothing,8,608.79,East,22
1390,2024-04-20,Shirt,Furniture,2,19.71,North,1
1391,2024-05-31,Phone,Clothing,9,716.79,East,2
1392,2024-09-02,Laptop,Furniture,9,242.57,North,32
1393,2024-03-09,Chair,Furniture,4,386.18,East,23
1394,2024-11-07,Shoes,Electronics,4,386.63,West,22
1395,2024-10-15,Shirt,Clothing,4,847.96,East,5
1396,2024-09-06,Phone,Clothing,5,111.07,South,20
1397,2024-02-05,Laptop,Furniture,8,670.23,South,46
1398,2024-08-26,Shoes,Furniture,2,981.44,North,4
1399,2024-05-27,Phone,Electronics,5,32.16,North,12
1400,2024-08-14,Chair,Clothing,2,966.24,North,39
1401,2024-08-31,Chair,Furniture,8,28.22,South,12
1402,2024-12-02,Shoes,Clothing,1,842.74,East,18
1403,2024-12-30,Chair,Clothing,7,961.63,West,8
1404,2024-07-19,Shirt,Clothing,3,993.1,North,2
1405,2024-06-02,Shoes,Furniture,4,464.53,East,30
1406,2024-03-13,Chair,Clothing,8,868.29,East,45
1407,2024-07-19,Laptop,Furniture,3,131.12,South,38
1408,2024-10-22,Chair,Electronics,7,431.13,South,12
1409,2024-01-17,Shirt,Electronics,1,314.9,West,40
1410,2024-05-08,Phone,Furniture,9,401.23,East,10
1411,2024-08-04,Phone,Clothing,6,704.96,North,40
1412,2024-03-01,Chair,Electronics,3,96.61,South,10
1413,2024-04-13,Phone,Electronics,7,998.18,East,45
1414,2024-02-11,Chair,Furniture,5,638.72,South,46
1415,2024-01-25,Shirt,Furniture,8,874.78,East,48
1416,2024-02-08,Phone,Furniture,8,831.4,South,0
1417,2024-10-17,Laptop,Furniture,9,768.34,North,34
1418,2024-05-10,Chair,Furniture,6,48.83,West,34
1419,2024-08-16,Phone,Furniture,4,521.3,North,2
1420,2024-04-17,Shirt,Furniture,2,334.87,South,3
1421,2024-06-20,Shirt,Clothing,3,121.81,South,23
1422,2024-04-11,Laptop,Clothing,5,349.56,South,29
1423,2024-12-19,Shirt,Clothing,8,648.36,North,31
1424,2024-01-12,Shirt,Clothing,2,238.32,South,48
1425,2024-10-01,Phone,Electronics,5,450.15,North,19
1426,2024-04-10,Chair,Clothing,9,410.45,South,35
1427,2024-02-13,Shoes,Electronics,2,61.94,West,12
1428,2024-10-31,Shirt,Electronics,8,631.8,West,38
1429,2024-01-17,Shirt,Electronics,3,622.66,South,3
1430,2024-11-25,Shoes,Furniture,8,966.75,East,27
1431,2024-02-26,Shirt,Electronics,4,305.03,North,39
1432,2024-11-06,Phone,Electronics,4,424.76,South,42
1433,2024-10-29,Phone,Electronics,7,409.6,North,6
1434,2024-01-12,Shoes,Furniture,5,920.55,East,8
1435,2024-11-13,Shirt,Clothing,4,414.56,West,21
1436,2024-03-20,Shirt,Clothing,7,448.34,North,3
1437,2024-08-03,Chair,Electronics,3,259.82,North,35
1438,2024-12-04,Shirt,Electronics,9,11.16,North,32
1439,2024-09-20,Phone,Clothing,5,119.35,North,5
1440,2024-05-28,Laptop,Clothing,3,706.85,North,2
1441,2024-03-21,Laptop,Clothing,2,685.67,West,34
1442,2024-08-02,Laptop,Clothing,7,329.31,North,32
1443,2024-07-16,Laptop,Electronics,7,478.28,North,6
1444,2024-07-18,Shirt,Electronics,5,304.4,West,40
1445,2024-01-25,Shirt,Electronics,4,733.61,South,34
1446,2024-03-29,Chair,Clothing,2,844.07,South,46
1447,2024-09-24,Shirt,Furniture,2,900.11,North,2
1448,2024-05-22,Laptop,Clothing,7,182.13,West,42
1449,2024-02-28,Shoes,Clothing,7,698.07,North,17
1450,2024-12-30,Shoes,Furniture,4,963.37,South,2
1451,2024-01-26,Phone,Furniture,4,654.11,West,38
1452,2024-02-16,Phone,Clothing,4,357.46,East,26
1453,2024-10-14,Shirt,Furniture,2,639.59,West,8
1454,2024-09-22,Shoes,Furniture,9,691.54,South,16
1455,2024-01-16,Laptop,Furniture,1,403.08,West,40
1456,2024-07-17,Laptop,Clothing,8,112.95,East,41
1457,2024-10-08,Laptop,Clothing,6,610.59,West,44
1458,2024-03-26,Shirt,Furniture,7,804.12,North,4
1459,2024-09-06,Shirt,Electronics,5,997.6,North,45
1460,2024-09-26,Chair,Furniture,6,230.83,South,3
1461,2024-11-30,Laptop,Furniture,6,703.39,West,13
1462,2024-04-26,Laptop,Clothing,9,37.76,South,28
1463,2024-01-07,Shirt,Electronics,4,970.13,West,10
1464,2024-05-16,Shirt,Furniture,5,22.44,South,21
1465,2024-06-24,Chair,Electronics,4,365.21,West,41
1466,2024-11-23,Chair,Clothing,1,85.64,North,4
1467,2024-11-10,Phone,Electronics,6,624.76,South,11
1468,2024-08-02,Shoes,Clothing,5,346.1,South,20
1469,2024-03-22,Laptop,Furniture,4,735.61,East,14
1470,2024-08-10,Laptop,Clothing,6,491.51,West,23
1471,2024-04-12,Chair,Electronics,5,425.21,North,12
1472,2024-09-29,Chair,Electronics,3,355.03,North,31
1473,2024-01-14,Phone,Electronics,2,95.27,North,25
1474,2024-06-07,Shoes,Furniture,6,212.78,South,39
1475,2024-05-31,Phone,Electronics,4,642.71,North,25
1476,2024-04-17,Shoes,Electronics,3,501.78,South,35
1477,2024-07-06,Laptop,Electronics,8,79.39,East,44
1478,2024-10-27,Phone,Clothing,9,548.51,North,29
1479,2024-04-07,Chair,Electronics,7,63.6,East,46
1480,2024-05-10,Phone,Clothing,2,516.61,West,8
1481,2024-10-19,Phone,Electronics,8,965.31,West,23
1482,2024-06-19,Laptop,Clothing,5,314.27,East,37
1483,2024-07-01,Chair,Clothing,7,726.27,West,17
1484,2024-12-29,Chair,Furniture,5,748.1,North,8
1485,2024-02-08,Shirt,Furniture,2,410.81,North,21
1486,2024-01-15,Shirt,Clothing,4,597.36,South,37
1487,2024-01-04,Shirt,Clothing,5,477.33,East,20
1488,2024-12-14,Laptop,Furniture,6,290.53,East,6
1489,2024-07-28,Phone,Clothing,5,757.19,South,11
1490,2024-06-09,Chair,Furniture,1,705.8,North,35
1491,2024-01-16,Chair,Furniture,1,901.54,East,10
1492,2024-04-17,Phone,Electronics,3,621.94,South,2
1493,2024-11-06,Chair,Electronics,9,394.83,East,26
1494,2024-08-14,Phone,Furniture,2,716.87,East,6
1495,2024-06-18,Laptop,Furniture,5,622.85,South,1
1496,2024-02-03,Laptop,Clothing,9,620.45,East,9
1497,2024-09-07,Laptop,Furniture,7,851.34,West,2
1498,2024-09-03,Phone,Furniture,8,911.36,South,16
1499,2024-09-25,Phone,Electronics,2,188.44,South,42
1500,2024-05-20,Shoes,Furniture,5,320.91,West,0
1501,2024-09-30,Chair,Clothing,9,653.8,East,33
1502,2024-04-05,Chair,Furniture,1,561.65,West,12
1503,2024-08-14,Shoes,Electronics,1,655.8,East,13
1504,2024-02-08,Shoes,Electronics,8,438.68,North,16
1505,2024-10-28,Laptop,Electronics,2,418.31,West,33
1506,2024-01-29,Shoes,Electronics,9,126.48,West,16
1507,2024-11-13,Phone,Furniture,9,627.41,West,40
1508,2024-09-01,Shirt,Clothing,4,184.03,North,24
1509,2024-08-23,Phone,Clothing,2,674.31,East,43
1510,2024-07-03,Shoes,Clothing,3,967.4,North,29
1511,2024-09-28,Chair,Furniture,1,263.85,West,47
1512,2024-08-23,Phone,Furniture,3,150.73,North,35
1513,2024-08-26,Chair,Furniture,5,33.93,West,10
1514,2024-09-22,Phone,Clothing,3,385.04,South,20
1515,2024-12-24,Chair,Furniture,3,222.46,East,19
1516,2024-12-05,Phone,Furniture,6,496.94,West,28
1517,2024-03-05,Chair,Electronics,3,529.06,North,3
1518,2024-06-25,Shirt,Electronics,3,355.83,North,33
1519,2024-01-03,Laptop,Clothing,9,752.41,North,41
1520,2024-05-21,Phone,Electronics,2,905.76,East,40
1521,2024-06-06,Shirt,Electronics,1,219.41,South,16
1522,2024-11-19,Laptop,Electronics,8,837.93,East,11
1523,2024-05-25,Phone,Furniture,3,139.88,South,3
1524,2024-10-19,Shirt,Electronics,7,236.42,North,40
1525,2024-06-01,Shirt,Electronics,2,565.8,East,13
1526,2024-07-11,Shirt,Electronics,8,313.52,South,3
1527,2024-03-13,Shoes,Furniture,9,51.29,North,33
1528,2024-10-31,Chair,Clothing,8,301.92,North,17
1529,2024-12-09,Laptop,Furniture,8,905.82,East,12
1530,2024-05-19,Chair,Furniture,8,182.48,South,9
1531,2024-07-05,Chair,Electronics,7,766.11,North,13
1532,2024-10-19,Chair,Clothing,2,725.06,North,8
1533,2024-03-01,Shirt,Electronics,8,115.16,North,42
1534,2024-07-16,Chair,Electronics,5,336.15,West,19
1535,2024-10-21,Shoes,Clothing,6,197.46,South,0
1536,2024-11-14,Phone,Clothing,4,32.92,South,43
1537,2024-10-28,Shirt,Furniture,1,181.31,West,28
1538,2024-12-09,Laptop,Clothing,5,209.56,North,16
1539,2024-01-11,Phone,Furniture,3,174.32,West,48
1540,2024-03-02,Phone,Furniture,9,100.19,West,7
1541,2024-11-28,Phone,Electronics,4,531.04,West,16
1542,2024-08-13,Chair,Electronics,2,329.41,South,20
1543,2024-06-01,Chair,Electronics,4,909.17,North,24
1544,2024-07-17,Shirt,Clothing,3,195.34,North,19
1545,2024-02-21,Chair,Clothing,3,606.83,South,24
1546,2024-09-16,Chair,Furniture,5,901.61,South,20
1547,2024-02-28,Chair,Furniture,1,56.72,West,12
1548,2024-03-12,Shirt,Furniture,5,521.11,West,12
1549,2024-05-27,Shirt,Clothing,8,456.16,East,46
1550,2024-12-14,Shoes,Furniture,9,929.49,East,49
1551,2024-03-03,Shoes,Furniture,1,667.13,South,29
1552,2024-11-05,Shoes,Clothing,2,355.67,West,12
1553,2024-08-30,Shoes,Electronics,2,714.41,South,39
1554,2024-11-25,Phone,Clothing,6,586.83,West,6
1555,2024-04-16,Phone,Furniture,1,353.7,West,41
1556,2024-08-13,Shoes,Electronics,1,787.4,South,11
1557,2024-11-08,Shoes,Clothing,2,671.49,South,1
1558,2024-08-05,Laptop,Electronics,4,15.36,North,13
1559,2024-08-28,Phone,Electronics,2,866.48,North,41
1560,2024-09-15,Laptop,Furniture,4,403.12,East,16
1561,2024-09-18,Laptop,Clothing,3,648.99,South,12
1562,2024-01-05,Chair,Furniture,3,402.8,East,0
1563,2024-09-17,Shirt,Clothing,9,882.55,South,46
1564,2024-02-23,Phone,Clothing,8,654.33,South,0
1565,2024-02-16,Shoes,Clothing,9,583.59,South,46
1566,2024-08-02,Shoes,Electronics,1,980.46,North,25
1567,2024-06-25,Shirt,Electronics,5,287.83,East,46
1568,2024-01-09,Phone,Furniture,4,74.6,South,45
1569,2024-04-08,Shoes,Clothing,9,520.85,East,12
1570,2024-01-20,Shoes,Clothing,3,429.78,East,33
1571,2024-08-28,Chair,Electronics,5,459.75,North,39
1572,2024-03-01,Laptop,Clothing,8,623.9,North,8
1573,2024-06-26,Shoes,Furniture,5,618.97,South,18
1574,2024-12-03,Phone,Clothing,9,398.34,West,22
1575,2024-03-02,Shirt,Clothing,2,864.25,East,40
1576,2024-05-24,Chair,Electronics,6,654.94,North,27
1577,2024-08-03,Phone,Clothing,5,891.01,East,29
1578,2024-01-03,Chair,Furniture,9,914.02,West,6
1579,2024-06-08,Laptop,Furniture,7,175.64,East,13
1580,2024-08-14,Shoes,Furniture,8,683.76,South,1
1581,2024-09-25,Phone,Furniture,7,324.34,East,11
1582,2024-04-29,Shirt,Electronics,5,838.06,North,42
1583,2024-03-29,Laptop,Clothing,5,735.52,South,48
1584,2024-11-24,Laptop,Electronics,4,206.76,South,1
1585,2024-03-08,Chair,Furniture,2,939.34,West,27
1586,2024-12-22,Laptop,Clothing,9,686.64,South,27
1587,2024-04-07,Phone,Electronics,3,949.15,North,11
1588,2024-09-23,Chair,Clothing,3,209.89,West,29
1589,2024-04-14,Laptop,Furniture,3,871.01,South,46
1590,2024-11-18,Shirt,Furniture,8,671.39,West,39
1591,2024-05-02,Phone,Clothing,6,556.76,East,39
1592,2024-01-29,Shirt,Clothing,1,822.31,South,21
1593,2024-05-16,Shirt,Furniture,3,636.54,North,17
1594,2024-07-13,Chair,Electronics,4,672.9,North,13
1595,2024-08-13,Shoes,Furniture,2,261.13,South,24
1596,2024-11-27,Chair,Clothing,6,818.88,East,9
1597,2024-06-18,Phone,Electronics,1,653.8,West,35
1598,2024-01-09,Phone,Furniture,1,845.95,North,47
1599,2024-02-09,Chair,Clothing,8,358.01,North,47
1600,2024-01-25,Shoes,Clothing,4,338.39,West,48
1601,2024-09-17,Chair,Clothing,1,33.66,West,8
1602,2024-08-13,Phone,Electronics,7,770.92,North,10
1603,2024-05-03,Shoes,Electronics,9,337.01,West,26
1604,2024-02-07,Phone,Electronics,7,333.94,South,12
1605,2024-11-23,Shoes,Electronics,1,691.8,North,0
1606,2024-09-07,Shoes,Clothing,1,260.34,North,38
1607,2024-06-24,Chair,Clothing,1,909.93,North,10
1608,2024-03-30,Chair,Electronics,8,542.69,South,2
1609,2024-02-06,Chair,Electronics,7,969.78,North,1
1610,2024-11-11,Shoes,Clothing,3,85.9,West,45
1611,2024-06-24,Shoes,Furniture,3,343.46,North,41
1612,2024-10-10,Phone,Furniture,3,387.66,South,23
1613,2024-03-21,Shirt,Clothing,2,733.12,South,19
1614,2024-04-23,Chair,Electronics,4,220.83,East,48
1615,2024-02-09,Phone,Electronics,7,381.59,North,39
1616,2024-10-27,Phone,Clothing,9,911.54,South,14
1617,2024-08-11,Laptop,Furniture,3,123.41,East,5
1618,2024-11-13,Chair,Clothing,7,747.87,North,19
1619,2024-12-14,Phone,Clothing,4,705.46,South,21
1620,2024-04-24,Laptop,Clothing,1,139.2,South,1
1621,2024-07-04,Chair,Electronics,5,691.61,North,14
1622,2024-11-18,Shoes,Electronics,8,574.09,North,47
1623,2024-02-25,Laptop,Electronics,3,294.65,East,33
1624,2024-02-09,Shoes,Furniture,4,318.03,North,45
1625,2024-12-19,Shirt,Clothing,3,834.66,North,30
1626,2024-02-09,Shirt,Clothing,8,238.7,West,29
1627,2024-12-12,Shirt,Furniture,8,517.65,North,27
1628,2024-08-24,Shirt,Electronics,4,684.34,South,32
1629,2024-10-15,Phone,Clothing,2,138.6,East,40
1630,2024-09-18,Shirt,Furniture,3,933.03,East,48
1631,2024-08-03,Phone,Electronics,3,268.03,East,20
1632,2024-05-26,Phone,Electronics,4,325.65,South,45
1633,2024-12-01,Chair,Clothing,2,669.45,North,22
1634,2024-06-16,Phone,Electronics,2,87.41,South,41
1635,2024-04-01,Phone,Furniture,3,631.34,West,12
1636,2024-12-18,Shirt,Electronics,1,916.87,East,44
1637,2024-02-28,Phone,Clothing,8,256.6,North,25
1638,2024-02-28,Shoes,Furniture,6,368.29,North,18
1639,2024-10-30,Shirt,Electronics,3,240.01,East,26
1640,2024-06-17,Laptop,Electronics,1,820.58,West,39
1641,2024-09-25,Shirt,Electronics,3,175.93,West,6
1642,2024-12-28,Phone,Furniture,1,353.16,North,24
1643,2024-02-14,Shoes,Electronics,3,605.01,South,48
1644,2024-12-10,Shirt,Clothing,4,410.51,East,39
1645,2024-06-29,Shoes,Furniture,6,74.81,South,35
1646,2024-06-18,Laptop,Furniture,7,948.24,North,6
1647,2024-12-21,Laptop,Electronics,7,344.52,East,19
1648,2024-07-09,Chair,Furniture,9,451.19,West,23
1649,2024-06-03,Chair,Clothing,8,175.87,West,27
1650,2024-07-06,Shirt,Furniture,4,866.7,West,48
1651,2024-01-07,Chair,Clothing,6,298.51,North,4
1652,2024-05-12,Shoes,Electronics,1,29.62,West,35
1653,2024-08-22,Chair,Furniture,8,323.24,East,30
1654,2024-02-14,Shoes,Clothing,6,984.22,East,32
1655,2024-11-09,Chair,Electronics,2,155.37,East,23
1656,2024-09-05,Chair,Clothing,8,40.89,East,9
1657,2024-01-31,Chair,Furniture,4,582.39,West,37
1658,2024-01-23,Phone,Furniture,9,377.95,East,43
1659,2024-06-08,Phone,Clothing,4,797.03,North,48
1660,2024-12-28,Chair,Electronics,1,734.57,East,4
1661,2024-06-06,Shoes,Electronics,7,193.56,West,30
1662,2024-02-08,Shirt,Electronics,5,568.99,West,8
1663,2024-03-22,Laptop,Electronics,5,42.11,South,31
1664,2024-12-21,Phone,Clothing,4,445.08,East,40
1665,2024-09-14,Chair,Furniture,6,716.91,West,4
1666,2024-07-24,Laptop,Clothing,1,420.81,South,26
1667,2024-03-17,Phone,Furniture,3,126.77,North,27
1668,2024-01-12,Shirt,Furniture,7,70.92,East,42
1669,2024-10-21,Shoes,Clothing,8,855.12,West,11
1670,2024-08-11,Chair,Clothing,9,892.41,West,4
1671,2024-01-13,Shirt,Electronics,1,349.66,East,7
1672,2024-02-15,Phone,Furniture,4,172.53,South,16
1673,2024-06-03,Chair,Electronics,2,978.83,East,7
1674,2024-04-22,Laptop,Electronics,2,550.41,North,33
1675,2024-08-20,Shoes,Clothing,1,481.89,North,22
1676,2024-01-17,Phone,Electronics,5,744.19,East,17
1677,2024-12-25,Shoes,Electronics,2,177.18,South,9
1678,2024-08-10,Chair,Electronics,4,584.19,North,38
1679,2024-12-19,Shirt,Clothing,9,891.26,East,40
1680,2024-07-06,Shoes,Electronics,3,32.84,South,43
1681,2024-12-09,Laptop,Electronics,8,676.21,South,43
1682,2024-12-30,Phone,Clothing,6,555.91,West,4
1683,2024-06-11,Laptop,Clothing,5,951.29,North,42
1684,2024-11-21,Shoes,Clothing,2,266.11,East,16
1685,2024-03-14,Shirt,Furniture,3,860.3,North,46
1686,2024-08-20,Shirt,Clothing,8,315.9,South,10
1687,2024-08-11,Laptop,Furniture,9,435.56,West,46
1688,2024-11-14,Chair,Clothing,7,221.15,North,47
1689,2024-02-29,Chair,Clothing,1,864.96,East,18
1690,2024-11-30,Shirt,Clothing,6,203.46,North,20
1691,2024-08-09,Laptop,Furniture,7,860.42,South,43
1692,2024-02-06,Laptop,Electronics,6,461.06,West,2
